Food_Code,Food_Name,Category,Calories,Protein,Carbs,Fat,Fiber,Sugars,Sodium,Cholesterol,Protein_Efficiency,Caloric_Density,Bulking_Score,Cutting_Score
83202020,"Baby Toddler cereal, multigrain, ready-to-eat","Fats, Oils, and Salad Dressings",737.0,1.45,3.75,79.57,0.0,0.52,818.5,92.4,0.2,7.37,12.14,-10.39
83201000,"Baby Toddler cereal, oatmeal with fruit, dry","Fats, Oils, and Salad Dressings",743.5,0.89,0.56,81.96,0.0,0.16,897.2,67.4,0.12,7.44,9.49,-12.2
83112000,"Baby Toddler cereal, oatmeal with fruit, ready-to-eat","Fats, Oils, and Salad Dressings",535.8,0.35,1.3,58.8,0.0,1.3,370.8,101.3,0.07,5.36,6.71,-9.67
82101300,"Baby Toddler cereal, oatmeal, dry","Fats, Oils, and Salad Dressings",856.4,1.95,3.82,92.59,0.0,1.05,183.9,180.3,0.23,8.56,14.37,-11.28
83206500,"Baby Toddler cereal, oatmeal, ready-to-eat","Fats, Oils, and Salad Dressings",653.0,0.97,3.95,70.37,0.0,1.7,96.9,141.2,0.15,6.53,10.44,-10.15
83101000,"Baby Toddler cereal, rice with fruit, dry","Fats, Oils, and Salad Dressings",766.6,0.53,4.65,82.88,0.0,0.29,245.1,148.5,0.07,7.67,11.05,-13.74
83105500,"Baby Toddler cereal, rice with fruit, ready-to-eat","Fats, Oils, and Salad Dressings",884.1,1.93,2.23,96.38,0.0,0.8,356.7,136.5,0.22,8.84,13.82,-11.89
83112990,"Baby Toddler cereal, rice, dry","Fats, Oils, and Salad Dressings",652.3,0.84,3.71,70.45,0.0,0.35,730.4,64.7,0.13,6.52,10.06,-10.53
83207000,"Baby Toddler cereal, rice, ready-to-eat","Fats, Oils, and Salad Dressings",765.3,1.32,2.94,83.14,0.0,1.64,492.0,229.7,0.17,7.65,11.76,-11.35
82102000,"Baby Toddler fruit, NFS","Fats, Oils, and Salad Dressings",816.7,1.17,1.24,89.68,0.0,0.01,532.2,199.5,0.14,8.17,11.13,-12.82
83115000,"Baby Toddler green beans, Stage 1","Fats, Oils, and Salad Dressings",470.7,1.14,2.11,50.85,0.0,1.76,692.6,245.4,0.24,4.71,8.04,-5.99
81308100,"Baby Toddler juice, fruit and vegetable","Fats, Oils, and Salad Dressings",665.7,0.89,1.79,72.77,0.0,0.73,697.5,226.0,0.13,6.66,9.33,-10.64
83200100,Baby Toddler mangoes,"Fats, Oils, and Salad Dressings",677.7,0.01,1.68,74.55,0.0,1.56,597.2,156.6,0.0,6.78,7.64,-13.52
83114000,"Baby Toddler multiple fruit, Stage 2","Fats, Oils, and Salad Dressings",816.0,0.5,0.19,90.36,0.0,0.15,844.2,89.8,0.06,8.16,9.26,-14.82
83205450,"Baby Toddler multiple fruit, Stage 3","Fats, Oils, and Salad Dressings",871.1,1.88,3.24,94.51,0.0,0.06,58.9,131.4,0.22,8.71,14.09,-11.78
83301000,"Baby Toddler peaches, Stage 1","Fats, Oils, and Salad Dressings",641.6,1.34,4.75,68.58,0.0,0.34,238.8,125.5,0.21,6.42,11.47,-8.81
83300500,"Baby Toddler peaches, Stage 2","Fats, Oils, and Salad Dressings",533.4,1.68,1.42,57.89,0.0,0.2,834.0,218.2,0.31,5.33,9.4,-5.63
83300600,"Baby Toddler pears, Stage 1","Fats, Oils, and Salad Dressings",864.8,0.62,1.23,95.27,0.0,1.2,824.4,127.1,0.07,8.65,10.5,-15.44
83300900,"Baby Toddler pears, Stage 2","Fats, Oils, and Salad Dressings",869.5,0.01,1.09,96.12,0.0,0.79,710.8,209.5,0.0,8.7,9.26,-17.36
83300400,Baby Toddler prunes,"Fats, Oils, and Salad Dressings",728.3,0.96,1.16,79.99,0.0,0.51,726.8,38.6,0.13,7.28,9.78,-11.69
83300250,"Baby Toddler squash, Stage 1","Fats, Oils, and Salad Dressings",632.7,1.06,1.52,69.16,0.0,1.32,401.5,144.4,0.17,6.33,9.21,-9.47
82105500,"Baby Toddler squash, Stage 2","Fats, Oils, and Salad Dressings",554.4,1.53,3.73,59.27,0.0,0.7,168.8,3.0,0.28,5.54,10.47,-6.5
83109000,"Baby Toddler sweet potatoes, Stage 1","Fats, Oils, and Salad Dressings",713.2,0.35,4.04,77.3,0.0,1.22,665.9,88.6,0.05,7.13,9.85,-13.21
83106000,"Baby Toddler sweet potatoes, Stage 2","Fats, Oils, and Salad Dressings",723.7,0.93,0.32,79.85,0.0,0.32,380.3,158.1,0.13,7.24,9.26,-11.68
82101000,"Baby Toddler vegetable, NFS","Fats, Oils, and Salad Dressings",632.8,1.33,1.36,69.12,0.0,0.13,265.8,101.6,0.21,6.33,9.67,-8.67
83107000,"Bean paste, sweetened","Fats, Oils, and Salad Dressings",475.0,0.75,3.66,50.81,0.0,0.06,197.4,93.5,0.16,4.75,8.08,-7.25
89902030,Beet juice,"Fats, Oils, and Salad Dressings",804.0,0.29,0.98,88.77,0.0,0.9,136.5,169.5,0.04,8.04,9.11,-15.21
82103500,Blueberry pie filling,"Fats, Oils, and Salad Dressings",525.7,1.89,3.86,55.85,0.0,1.84,396.0,209.4,0.36,5.26,10.97,-4.84
82108500,Blueberry syrup,"Fats, Oils, and Salad Dressings",819.2,1.83,0.21,90.11,0.0,0.21,429.6,98.9,0.22,8.19,11.96,-10.89
81302010,"Bread, cinnamon, toasted","Fats, Oils, and Salad Dressings",485.0,1.5,2.94,51.91,0.0,0.16,96.0,3.9,0.31,4.85,9.32,-5.2
81301020,"Bread, soy, toasted","Fats, Oils, and Salad Dressings",688.7,0.43,2.7,75.14,0.0,0.92,99.7,45.7,0.06,6.89,9.1,-12.48
81106010,"Caramel dip, light","Fats, Oils, and Salad Dressings",708.7,0.32,1.6,77.9,0.0,0.87,680.2,41.1,0.05,7.09,8.53,-13.21
81203000,"Caramel dip, regular","Fats, Oils, and Salad Dressings",879.1,0.8,1.91,96.47,0.0,1.24,682.0,140.2,0.09,8.79,11.35,-15.18
89902040,Celery juice,"Fats, Oils, and Salad Dressings",816.2,1.46,1.81,89.24,0.0,1.38,657.0,242.2,0.18,8.16,11.99,-11.94
81302070,"Cheese, cottage, dry curd","Fats, Oils, and Salad Dressings",646.9,1.31,0.97,70.87,0.0,0.26,116.1,56.1,0.2,6.47,9.57,-9.01
81308200,"Cheese, cottage, salted, dry curd","Fats, Oils, and Salad Dressings",685.9,1.1,1.26,75.16,0.0,1.01,249.9,245.0,0.16,6.86,9.69,-10.42
81301000,"Cheese, processed cheese food","Fats, Oils, and Salad Dressings",760.2,1.98,4.37,81.65,0.0,1.19,331.9,43.4,0.26,7.6,13.75,-9.26
82103000,Cherry pie filling,"Fats, Oils, and Salad Dressings",771.2,1.22,0.97,84.71,0.0,0.97,120.4,113.9,0.16,7.71,10.64,-11.76
81102020,Chocolate dip,"Fats, Oils, and Salad Dressings",745.0,0.13,4.18,80.86,0.0,1.61,592.3,83.5,0.02,7.45,9.8,-14.51
81200100,Chocolate hazelnut spread,"Fats, Oils, and Salad Dressings",755.8,1.0,3.85,81.82,0.0,0.97,875.0,199.2,0.13,7.56,11.48,-12.12
82108700,Chocolate syrup,"Fats, Oils, and Salad Dressings",768.5,0.97,4.7,82.87,0.0,0.35,378.0,112.9,0.13,7.68,11.98,-12.46
83110000,"Chocolate syrup, light","Fats, Oils, and Salad Dressings",519.5,1.58,0.62,56.75,0.0,0.62,189.0,160.8,0.3,5.2,8.67,-5.65
81312100,"Coconut cream, canned, sweetened","Fats, Oils, and Salad Dressings",784.1,0.99,3.72,85.03,0.0,0.48,459.6,170.2,0.13,7.84,11.68,-12.71
82108000,Corn syrup,"Fats, Oils, and Salad Dressings",778.5,1.88,0.16,85.59,0.0,0.16,720.3,104.3,0.24,7.78,11.62,-9.93
89902100,"Croissant, fruit","Fats, Oils, and Salad Dressings",513.3,0.8,4.53,54.67,0.0,1.3,547.7,66.1,0.16,5.13,9.0,-7.87
89901050,"Danish pastry, with cheese","Fats, Oils, and Salad Dressings",823.2,0.05,4.16,89.6,0.0,0.67,796.3,129.6,0.01,8.23,10.41,-16.31
81101000,Dessert dip,"Fats, Oils, and Salad Dressings",510.3,1.18,0.39,56.01,0.0,0.39,682.5,106.4,0.23,5.1,7.66,-6.67
81101520,Dessert sauce,"Fats, Oils, and Salad Dressings",505.8,0.26,4.36,54.14,0.0,0.55,895.8,104.2,0.05,5.06,7.76,-9.34
81104010,Fruit butter,"Fats, Oils, and Salad Dressings",752.7,2.0,3.78,81.07,0.0,1.01,231.7,56.6,0.27,7.53,13.42,-9.05
83204000,Guava paste,"Fats, Oils, and Salad Dressings",884.2,1.55,2.52,96.44,0.0,1.38,890.3,166.3,0.18,8.84,13.2,-13.03
82104000,"Icing, chocolate","Fats, Oils, and Salad Dressings",522.6,0.99,0.53,57.39,0.0,0.39,804.3,162.5,0.19,5.23,7.47,-7.48
82105000,"Icing, white","Fats, Oils, and Salad Dressings",642.3,1.48,3.11,69.33,0.0,1.85,463.3,120.3,0.23,6.42,10.94,-8.41
81102010,Jam,"Fats, Oils, and Salad Dressings",782.3,0.29,4.77,84.68,0.0,0.64,389.7,22.4,0.04,7.82,10.79,-14.78
81103090,"Jam or jelly, NFS","Fats, Oils, and Salad Dressings",832.0,0.75,0.78,91.76,0.0,0.78,795.1,4.0,0.09,8.32,10.21,-14.39
83204030,"Jam or jelly, fruit juice sweetened","Fats, Oils, and Salad Dressings",874.7,1.81,2.61,95.22,0.0,0.39,342.5,33.7,0.21,8.75,13.67,-12.06
83100200,"Jam or jelly, reduced sugar","Fats, Oils, and Salad Dressings",727.0,0.15,0.24,80.6,0.0,0.24,641.2,19.9,0.02,7.27,7.69,-14.09
81302050,"Jam or jelly, sugar free","Fats, Oils, and Salad Dressings",844.3,0.21,2.92,92.42,0.0,1.72,609.9,50.1,0.02,8.44,10.32,-16.26
81102000,Jelly,"Fats, Oils, and Salad Dressings",467.3,0.13,0.81,51.5,0.0,0.81,189.7,37.4,0.03,4.67,5.34,-8.96
82101500,Lemon pie filling,"Fats, Oils, and Salad Dressings",831.1,0.1,1.62,91.58,0.0,0.94,16.2,19.7,0.01,8.31,9.32,-16.32
81302040,Marmalade,"Fats, Oils, and Salad Dressings",489.3,1.1,0.35,53.72,0.0,0.35,822.8,2.7,0.22,4.89,7.27,-6.49
89902060,Mixed vegetable juice,"Fats, Oils, and Salad Dressings",572.1,0.46,0.47,63.15,0.0,0.34,300.7,103.5,0.08,5.72,6.88,-10.06
89901040,"Muffin, carrot","Fats, Oils, and Salad Dressings",769.6,0.46,2.57,84.17,0.0,1.74,534.4,247.4,0.06,7.7,9.9,-14.01
89901010,"Muffin, oat bran","Fats, Oils, and Salad Dressings",601.2,1.68,0.7,65.74,0.0,0.7,803.6,71.2,0.28,6.01,9.72,-6.98
89901020,"Muffin, pumpkin","Fats, Oils, and Salad Dressings",641.4,1.37,0.39,70.48,0.0,0.39,802.8,84.3,0.21,6.41,9.35,-8.72
89901004,"Muffin, wheat bran","Fats, Oils, and Salad Dressings",797.1,1.72,4.2,85.94,0.0,0.55,789.5,194.2,0.22,7.97,13.51,-10.78
89901030,"Muffin, zucchini","Fats, Oils, and Salad Dressings",615.1,1.06,3.24,66.43,0.0,1.75,266.8,127.0,0.17,6.15,9.89,-9.12
82107000,Pancake syrup,"Fats, Oils, and Salad Dressings",678.0,0.85,0.01,74.95,0.0,0.01,848.6,228.8,0.13,6.78,8.49,-11.01
83300700,"Pancake syrup, light","Fats, Oils, and Salad Dressings",553.0,1.03,2.72,59.77,0.0,0.09,894.1,6.7,0.19,5.53,8.95,-7.97
89902000,"Pineapple juice, 100%","Fats, Oils, and Salad Dressings",548.4,0.97,1.67,59.76,0.0,1.35,746.3,218.7,0.18,5.48,8.26,-8.06
82109000,Simple syrup,"Fats, Oils, and Salad Dressings",805.5,1.2,1.33,88.38,0.0,1.12,561.2,51.7,0.15,8.06,11.12,-12.51
89902070,"Soft drink, NFS, diet","Fats, Oils, and Salad Dressings",898.4,1.81,0.98,98.59,0.0,0.98,836.5,188.3,0.2,8.98,13.09,-12.54
89902050,"Soft drink, cola, decaffeinated, diet","Fats, Oils, and Salad Dressings",504.9,1.15,4.07,53.78,0.0,0.5,812.9,27.5,0.23,5.05,9.38,-6.65
89902020,"Soft drink, cola, diet","Fats, Oils, and Salad Dressings",694.8,1.58,2.19,75.52,0.0,0.76,37.8,190.7,0.23,6.95,11.2,-9.16
83100100,Strawberry drink syrup,"Fats, Oils, and Salad Dressings",759.5,1.65,3.08,82.29,0.0,1.82,624.5,95.5,0.22,7.6,12.43,-10.24
81322000,Sugar substitute and sugar blend,"Fats, Oils, and Salad Dressings",759.1,1.18,4.43,81.85,0.0,1.73,568.8,54.7,0.16,7.59,12.17,-11.64
81204000,"Sugar substitute, aspartame, powder","Fats, Oils, and Salad Dressings",480.4,1.24,4.58,50.79,0.0,0.47,294.0,70.4,0.26,4.8,9.57,-5.89
81101010,"Sugar substitute, liquid, NFS","Fats, Oils, and Salad Dressings",588.0,1.54,3.24,63.21,0.0,0.26,217.8,39.5,0.26,5.88,10.58,-7.14
81100000,"Sugar substitute, saccharin, liquid","Fats, Oils, and Salad Dressings",730.7,1.23,2.99,79.31,0.0,1.63,822.2,57.6,0.17,7.31,11.26,-10.92
81202000,"Sugar substitute, saccharin, powder","Fats, Oils, and Salad Dressings",701.3,1.48,4.28,75.36,0.0,1.71,209.1,111.0,0.21,7.01,12.11,-9.59
81201000,"Sugar substitute, stevia, liquid","Fats, Oils, and Salad Dressings",801.2,0.72,3.95,86.95,0.0,0.29,723.0,76.9,0.09,8.01,11.43,-13.86
81100500,"Sugar substitute, stevia, powder","Fats, Oils, and Salad Dressings",806.2,0.46,4.26,87.48,0.0,1.02,512.3,207.1,0.06,8.06,11.11,-14.74
83108000,Sweet potato paste,"Fats, Oils, and Salad Dressings",543.2,0.14,2.94,58.99,0.0,0.67,239.5,197.2,0.03,5.43,7.18,-10.44
82106000,"Syrup, NFS","Fats, Oils, and Salad Dressings",850.0,1.99,1.92,92.71,0.0,0.47,85.4,243.9,0.23,8.5,13.44,-11.03
83101600,"Topping, butterscotch or caramel","Fats, Oils, and Salad Dressings",527.7,0.48,0.36,58.27,0.0,0.36,808.8,42.6,0.09,5.28,6.42,-9.11
83112950,"Topping, chocolate","Fats, Oils, and Salad Dressings",513.6,0.85,4.8,54.56,0.0,1.84,854.7,211.5,0.17,5.14,9.24,-7.72
83205560,"Topping, fruit","Fats, Oils, and Salad Dressings",569.1,1.71,3.26,61.02,0.0,1.96,473.3,65.2,0.3,5.69,10.74,-6.25
83204050,"Topping, marshmallow","Fats, Oils, and Salad Dressings",634.1,1.22,4.93,67.72,0.0,0.39,808.1,174.8,0.19,6.34,11.25,-9.02
83208500,"Topping, nuts and syrup","Fats, Oils, and Salad Dressings",562.1,1.15,3.45,60.41,0.0,1.17,551.1,76.5,0.2,5.62,9.65,-7.79
89901000,Unknown Food,"Fats, Oils, and Salad Dressings",493.6,0.81,4.61,52.44,0.0,0.42,367.9,11.3,0.16,4.94,8.86,-7.44
89901002,Unknown Food,"Fats, Oils, and Salad Dressings",652.8,1.08,0.57,71.8,0.0,0.28,842.2,222.1,0.17,6.53,8.97,-9.82
89901006,Unknown Food,"Fats, Oils, and Salad Dressings",803.4,0.44,2.04,88.16,0.0,0.6,748.7,220.4,0.05,8.03,9.93,-14.75
89902010,"Vegetable and fruit juice, 100% juice, with high vitamin C","Fats, Oils, and Salad Dressings",494.9,1.41,3.44,52.83,0.0,1.63,209.7,88.9,0.28,4.95,9.49,-5.67
67100350,Apricot nectar,Fruits,204.6,1.9,23.38,11.49,4.78,18.84,5.9,0.0,0.93,2.05,17.54,11.17
61207200,Baby Toddler bar,Fruits,225.7,2.6,23.83,13.33,7.39,4.25,9.8,0.0,1.15,2.26,19.37,18.07
63409020,"Baby Toddler juice, NFS",Fruits,105.8,2.65,8.74,6.7,1.31,4.64,9.4,0.0,2.5,1.06,10.73,8.45
61204200,Baby Toddler pudding,Fruits,78.0,2.08,12.48,2.19,2.07,9.8,7.1,0.0,2.67,0.78,11.18,8.82
63119010,"Beet greens, cooked",Fruits,68.5,1.1,7.34,3.86,3.71,4.84,4.8,0.0,1.61,0.68,6.56,9.35
63109010,"Beet greens, raw",Fruits,88.1,2.23,13.29,2.9,6.27,13.29,1.1,0.0,2.53,0.88,11.99,17.47
62113100,"Bitter melon, horseradish, jute, or radish leaves, cooked",Fruits,94.1,2.71,6.92,6.17,3.85,6.92,2.2,0.0,2.88,0.94,9.82,13.95
67230600,"Bread, French or Vienna, whole wheat, toasted",Fruits,92.1,2.86,12.84,3.25,4.88,12.84,0.1,0.0,3.11,0.92,13.06,16.5
67212000,"Bread, marble rye and pumpernickel",Fruits,105.6,0.31,11.07,6.68,5.43,11.07,5.8,0.0,0.29,1.06,7.21,9.68
67204000,"Bread, marble rye and pumpernickel, toasted",Fruits,161.8,2.94,9.81,12.31,3.07,9.81,2.8,0.0,1.82,1.62,12.4,11.72
67202000,"Bread, wheat or cracked wheat, made from home recipe or purchased at bakery",Fruits,125.8,2.53,15.14,6.13,7.52,5.43,6.2,0.0,2.01,1.26,13.89,20.11
67203800,"Bread, whole grain white",Fruits,123.8,0.49,9.27,9.42,1.2,9.27,9.6,0.0,0.4,1.24,6.85,1.39
63101150,"Broccoli raab, cooked",Fruits,37.8,2.27,6.42,0.34,4.25,6.42,1.6,0.0,6.01,0.38,8.13,14.55
63105010,"Broccoli salad with cauliflower, cheese, bacon bits, and dressing",Fruits,228.5,1.71,24.36,13.81,3.52,16.48,9.2,0.0,0.75,2.28,17.88,7.6
63101110,"Broccoli, NS as to form, cooked",Fruits,137.5,1.86,6.18,11.71,1.52,6.18,2.8,0.0,1.35,1.38,8.18,5.87
63101000,"Broccoli, cooked, from restaurant",Fruits,212.1,2.34,18.62,14.25,2.99,5.3,8.3,0.0,1.1,2.12,16.11,8.76
63101210,"Broccoli, fresh, cooked with butter or margarine",Fruits,70.6,2.2,15.06,0.17,5.29,15.06,1.1,0.0,3.12,0.71,12.64,15.77
63101310,"Broccoli, fresh, cooked with oil",Fruits,104.8,1.35,20.48,1.94,4.06,15.18,4.1,0.0,1.29,1.05,13.99,10.07
63401060,"Broccoli, fresh, cooked, fat added, NS as to fat type",Fruits,138.3,1.52,22.97,4.49,3.71,19.15,2.0,0.0,1.1,1.38,15.91,9.21
63101120,"Broccoli, fresh, cooked, no added fat",Fruits,135.1,1.71,13.85,8.09,4.24,12.05,2.0,0.0,1.27,1.35,11.7,10.91
63131010,"Broccoli, frozen, cooked with butter or margarine",Fruits,98.3,1.37,14.93,3.68,1.0,14.93,0.8,0.0,1.39,0.98,11.19,4.14
63123000,"Broccoli, frozen, cooked with oil",Fruits,60.0,0.47,13.65,0.39,1.94,9.17,3.9,0.0,0.78,0.6,8.36,4.09
63107410,"Broccoli, frozen, cooked, fat added, NS as to fat type",Fruits,28.0,0.67,5.87,0.2,3.27,5.18,8.0,0.0,2.39,0.28,4.56,7.99
63107010,"Broccoli, frozen, cooked, no added fat",Fruits,124.5,2.07,11.64,7.74,7.76,7.46,5.0,0.0,1.66,1.25,11.2,19.24
63129010,"Cabbage, Chinese, cooked, no added fat",Fruits,138.5,2.31,10.24,9.81,5.89,9.52,4.7,0.0,1.67,1.38,11.12,15.94
63141140,"Cabbage, Chinese, raw",Fruits,193.0,0.41,23.17,10.96,2.9,11.95,0.3,0.0,0.21,1.93,14.34,3.17
63129050,"Cabbage, green, cooked with butter or margarine",Fruits,133.1,2.87,17.55,5.71,6.54,8.87,1.8,0.0,2.16,1.33,15.85,19.03
63129030,"Cabbage, green, cooked with oil",Fruits,132.0,2.33,23.44,3.21,6.79,18.49,3.9,0.0,1.77,1.32,17.7,17.93
63141170,"Cabbage, green, cooked, fat added, NS as to fat type",Fruits,125.1,0.79,16.7,6.12,5.58,16.7,5.3,0.0,0.63,1.25,11.18,11.03
63141010,"Cabbage, green, cooked, no added fat",Fruits,127.8,1.45,9.15,9.5,3.98,4.26,0.3,0.0,1.13,1.28,8.75,9.75
63141110,"Cabbage, green, raw",Fruits,117.0,0.5,20.13,3.83,2.23,13.62,7.1,0.0,0.43,1.17,12.24,3.62
63133010,"Cabbage, red, cooked",Fruits,155.1,1.83,21.51,6.86,6.7,8.98,5.8,0.0,1.18,1.55,15.97,15.79
63141200,"Cabbage, red, raw",Fruits,96.3,1.71,15.34,3.12,6.44,8.78,5.8,0.0,1.78,0.96,12.05,16.08
63133100,"Cabbage, savoy, cooked",Fruits,123.1,1.34,22.15,3.24,6.67,8.53,0.3,0.0,1.09,1.23,14.99,14.9
61101010,"Caesar salad, with romaine, no dressing",Fruits,175.4,1.95,15.47,11.75,1.2,15.47,5.2,0.0,1.11,1.75,13.39,4.74
63119110,"Chard, cooked",Fruits,91.9,1.69,6.44,6.6,5.96,4.93,0.6,0.0,1.84,0.92,7.52,15.15
63149010,"Chard, raw",Fruits,143.0,0.55,11.05,10.73,5.6,7.01,1.1,0.0,0.38,1.43,8.06,9.99
64104010,Chicory beverage,Fruits,183.5,2.55,9.83,14.89,1.14,7.47,7.8,0.0,1.39,1.84,11.85,6.26
61210720,"Coffee and chicory, brewed",Fruits,117.3,1.08,14.75,6.0,7.28,5.15,5.7,0.0,0.92,1.17,10.71,15.45
61201220,"Coffee and chicory, brewed, decaffeinated",Fruits,139.1,2.97,18.97,5.7,3.88,9.63,6.0,0.0,2.14,1.39,16.82,13.89
64104030,Coffee substitute,Fruits,144.9,0.37,24.33,5.12,5.87,16.97,2.8,0.0,0.26,1.45,14.35,9.95
61201225,"Coffee, Cappuccino",Fruits,160.1,2.51,13.33,10.75,7.41,13.33,7.0,0.0,1.57,1.6,13.29,19.15
61210220,"Coffee, Cappuccino, decaffeinated",Fruits,114.3,1.09,6.05,9.53,5.57,6.05,9.2,0.0,0.95,1.14,6.35,12.12
61210620,"Coffee, Cappuccino, decaffeinated, nonfat",Fruits,124.4,0.92,14.72,6.88,3.44,14.72,1.1,0.0,0.74,1.24,10.44,7.15
61210250,"Coffee, Cappuccino, decaffeinated, with non-dairy milk",Fruits,179.6,1.46,14.37,12.92,2.53,5.65,6.2,0.0,0.81,1.8,11.9,5.85
61213220,"Coffee, Cappuccino, nonfat",Fruits,58.3,1.74,8.66,1.85,4.4,6.55,5.8,0.0,2.98,0.58,8.39,12.85
61210820,"Coffee, Cappuccino, with non-dairy milk",Fruits,37.6,1.72,5.73,0.87,1.79,5.73,9.9,0.0,4.57,0.38,6.68,7.99
64104610,"Coffee, Cuban",Fruits,140.6,1.69,18.0,6.87,4.97,10.66,5.2,0.0,1.2,1.41,13.79,12.2
64126000,"Coffee, Latte, decaffeinated, nonfat, flavored",Fruits,110.9,1.88,22.8,1.36,5.86,18.83,2.1,0.0,1.7,1.11,16.27,15.14
64100220,"Coffee, Latte, decaffeinated, with non-dairy milk, flavored",Fruits,61.2,2.18,5.29,3.47,5.24,5.29,5.3,0.0,3.56,0.61,7.62,15.8
64132010,"Coffee, Latte, flavored",Fruits,148.5,1.55,23.43,5.4,5.28,9.82,0.9,0.0,1.04,1.48,16.3,12.24
64132500,"Coffee, Latte, nonfat, flavored",Fruits,113.0,1.91,13.15,5.86,6.74,4.47,3.0,0.0,1.69,1.13,11.52,16.95
64133100,"Coffee, Latte, with non-dairy milk, flavored",Fruits,184.1,2.79,13.25,13.33,2.39,7.54,8.5,0.0,1.52,1.84,14.05,9.47
64104600,"Coffee, Turkish",Fruits,226.7,2.19,22.11,14.39,4.32,19.54,4.1,0.0,0.97,2.27,17.7,10.68
64101010,"Coffee, bottled/canned, light",Fruits,85.8,0.5,13.53,3.29,3.53,8.16,0.9,0.0,0.58,0.86,8.62,6.84
64120010,"Coffee, cafe con leche",Fruits,117.9,0.55,6.71,9.88,3.7,6.71,5.2,0.0,0.47,1.18,5.63,6.69
64124020,"Coffee, cafe con leche, decaffeinated",Fruits,186.9,2.25,17.48,11.99,5.51,6.67,6.7,0.0,1.2,1.87,15.11,14.03
61201020,"Coffee, decaffeinated, pre-lightened",Fruits,87.0,1.0,13.69,3.14,1.27,13.42,8.6,0.0,1.15,0.87,9.72,3.8
61210010,"Coffee, decaffeinated, pre-sweetened with low calorie sweetener",Fruits,139.1,0.4,11.99,9.95,1.92,7.78,5.4,0.0,0.29,1.39,8.19,2.26
64105400,"Coffee, macchiato, sweetened",Fruits,149.3,1.65,10.06,11.38,3.36,10.06,0.6,0.0,1.11,1.49,9.82,8.68
61201010,"Coffee, pre-lightened",Fruits,215.1,2.22,23.18,12.61,4.58,14.89,4.1,0.0,1.03,2.15,18.18,11.52
61210000,"Coffee, pre-sweetened with low calorie sweetener",Fruits,150.0,0.83,14.2,9.99,2.2,4.91,5.2,0.0,0.55,1.5,10.26,3.89
62120000,"Collards, NS as to form, cooked",Fruits,127.6,1.12,11.92,8.38,4.91,11.92,7.2,0.0,0.88,1.28,9.48,10.63
62101100,"Collards, fresh, cooked with butter or margarine",Fruits,133.3,1.7,17.45,6.3,7.14,12.38,0.4,0.0,1.28,1.33,13.46,16.71
62125100,"Collards, fresh, cooked with oil",Fruits,61.7,2.16,5.73,3.35,5.32,5.73,3.8,0.0,3.5,0.62,7.8,15.89
62120100,"Collards, fresh, cooked, fat added, NS as to fat type",Fruits,127.8,2.38,5.39,10.74,1.71,5.39,5.3,0.0,1.86,1.28,8.73,8.0
62114050,"Collards, fresh, cooked, no added fat",Fruits,179.0,0.66,24.08,8.9,5.38,10.94,3.4,0.0,0.37,1.79,15.15,9.16
63311000,"Collards, frozen, cooked with butter or margarine",Fruits,146.7,1.23,9.44,11.56,5.87,9.44,3.2,0.0,0.84,1.47,8.65,12.5
63115010,"Collards, frozen, cooked with oil",Fruits,51.9,0.33,11.62,0.46,6.8,11.62,6.4,0.0,0.64,0.52,6.99,13.55
63109700,"Collards, frozen, cooked, fat added, NS as to fat type",Fruits,86.8,2.63,15.56,1.56,1.95,15.56,9.3,0.0,3.03,0.87,13.91,10.05
63311180,"Collards, frozen, cooked, no added fat",Fruits,90.6,1.24,16.72,2.08,6.97,4.44,1.0,0.0,1.37,0.91,11.75,15.85
63109015,"Collards, raw",Fruits,171.6,2.13,12.32,12.64,7.85,7.29,5.8,0.0,1.24,1.72,12.14,18.66
67110000,"Cookie, brownie, NS as to icing",Fruits,178.2,0.76,14.6,12.98,3.49,14.6,6.8,0.0,0.43,1.78,10.6,5.7
67102010,"Cookie, brownie, without icing",Fruits,156.9,2.58,5.28,13.94,6.8,5.28,7.9,0.0,1.64,1.57,9.37,18.2
67102030,"Cookie, butterscotch, brownie",Fruits,91.5,0.85,11.38,4.73,1.76,11.38,1.4,0.0,0.93,0.92,8.3,4.24
63113030,"Cookie, chocolate, sandwich, with extra filling",Fruits,45.1,0.4,8.8,0.92,4.51,4.45,4.7,0.0,0.89,0.45,5.65,9.32
63203700,"Cookie, macaroon",Fruits,135.4,2.32,23.88,3.4,4.72,9.1,4.9,0.0,1.71,1.35,17.93,13.69
67109040,"Cookie, marshmallow and peanut butter, with oat cereal, no bake",Fruits,152.7,1.58,20.16,7.3,4.89,5.78,7.8,0.0,1.03,1.53,14.77,11.47
67108040,"Cookie, marshmallow, with rice cereal and chocolate chips",Fruits,71.1,2.63,8.51,2.96,1.11,6.11,2.6,0.0,3.7,0.71,10.23,8.69
67105040,"Cookie, marshmallow, with rice cereal, no bake",Fruits,149.4,2.97,7.07,12.14,5.49,7.07,7.3,0.0,1.99,1.49,10.97,16.9
67110100,"Cookie, oatmeal sandwich, with creme filling",Fruits,119.2,1.93,19.6,3.68,3.56,5.69,9.9,0.0,1.62,1.19,14.85,10.53
67100100,"Cookie, oatmeal, reduced fat, NS as to raisins",Fruits,205.1,2.39,23.09,11.46,6.78,13.53,8.9,0.0,1.17,2.05,18.38,16.63
