Food code,MainGroup
24202010,"Meat, Poultry, Fish, and Mixtures"
24202020,"Meat, Poultry, Fish, and Mixtures"
24202060,"Meat, Poultry, Fish, and Mixtures"
24202070,"Meat, Poultry, Fish, and Mixtures"
24202460,"Meat, Poultry, Fish, and Mixtures"
24202500,"Meat, Poultry, Fish, and Mixtures"
24202600,"Meat, Poultry, Fish, and Mixtures"
24203010,"Meat, Poultry, Fish, and Mixtures"
24203020,"Meat, Poultry, Fish, and Mixtures"
24205000,"Meat, Poultry, Fish, and Mixtures"
24205100,"Meat, Poultry, Fish, and Mixtures"
24206000,"Meat, Poultry, Fish, and Mixtures"
24207000,"Meat, Poultry, Fish, and Mixtures"
24208000,"Meat, Poultry, Fish, and Mixtures"
24208500,"Meat, Poultry, Fish, and Mixtures"
24208510,"Meat, Poultry, Fish, and Mixtures"
24300110,"Meat, Poultry, Fish, and Mixtures"
24300120,"Meat, Poultry, Fish, and Mixtures"
24301010,"Meat, Poultry, Fish, and Mixtures"
24301020,"Meat, Poultry, Fish, and Mixtures"
24302010,"Meat, Poultry, Fish, and Mixtures"
24311010,"Meat, Poultry, Fish, and Mixtures"
24400010,"Meat, Poultry, Fish, and Mixtures"
24400020,"Meat, Poultry, Fish, and Mixtures"
24401010,"Meat, Poultry, Fish, and Mixtures"
24401020,"Meat, Poultry, Fish, and Mixtures"
24402100,"Meat, Poultry, Fish, and Mixtures"
24402110,"Meat, Poultry, Fish, and Mixtures"
24403100,"Meat, Poultry, Fish, and Mixtures"
24404100,"Meat, Poultry, Fish, and Mixtures"
24701010,"Meat, Poultry, Fish, and Mixtures"
24703010,"Meat, Poultry, Fish, and Mixtures"
25110140,"Meat, Poultry, Fish, and Mixtures"
25110450,"Meat, Poultry, Fish, and Mixtures"
25112200,"Meat, Poultry, Fish, and Mixtures"
25120000,"Meat, Poultry, Fish, and Mixtures"
25130000,"Meat, Poultry, Fish, and Mixtures"
25140110,"Meat, Poultry, Fish, and Mixtures"
25150000,"Meat, Poultry, Fish, and Mixtures"
25160000,"Meat, Poultry, Fish, and Mixtures"
25160130,"Meat, Poultry, Fish, and Mixtures"
25170110,"Meat, Poultry, Fish, and Mixtures"
25170210,"Meat, Poultry, Fish, and Mixtures"
25170310,"Meat, Poultry, Fish, and Mixtures"
25170420,"Meat, Poultry, Fish, and Mixtures"
25210110,"Meat, Poultry, Fish, and Mixtures"
25210210,"Meat, Poultry, Fish, and Mixtures"
25210280,"Meat, Poultry, Fish, and Mixtures"
25210290,"Meat, Poultry, Fish, and Mixtures"
25210410,"Meat, Poultry, Fish, and Mixtures"
25220105,"Meat, Poultry, Fish, and Mixtures"
25220150,"Meat, Poultry, Fish, and Mixtures"
25220210,"Meat, Poultry, Fish, and Mixtures"
25220350,"Meat, Poultry, Fish, and Mixtures"
25220360,"Meat, Poultry, Fish, and Mixtures"
25220410,"Meat, Poultry, Fish, and Mixtures"
25220425,"Meat, Poultry, Fish, and Mixtures"
25220435,"Meat, Poultry, Fish, and Mixtures"
25220710,"Meat, Poultry, Fish, and Mixtures"
25220910,"Meat, Poultry, Fish, and Mixtures"
25221110,"Meat, Poultry, Fish, and Mixtures"
25221210,"Meat, Poultry, Fish, and Mixtures"
25221215,"Meat, Poultry, Fish, and Mixtures"
25221220,"Meat, Poultry, Fish, and Mixtures"
25221250,"Meat, Poultry, Fish, and Mixtures"
25221255,"Meat, Poultry, Fish, and Mixtures"
25221260,"Meat, Poultry, Fish, and Mixtures"
25221310,"Meat, Poultry, Fish, and Mixtures"
25221350,"Meat, Poultry, Fish, and Mixtures"
25221400,"Meat, Poultry, Fish, and Mixtures"
25221405,"Meat, Poultry, Fish, and Mixtures"
25221406,"Meat, Poultry, Fish, and Mixtures"
25221408,"Meat, Poultry, Fish, and Mixtures"
25221460,"Meat, Poultry, Fish, and Mixtures"
25221500,"Meat, Poultry, Fish, and Mixtures"
25221505,"Meat, Poultry, Fish, and Mixtures"
25221515,"Meat, Poultry, Fish, and Mixtures"
25221610,"Meat, Poultry, Fish, and Mixtures"
25221810,"Meat, Poultry, Fish, and Mixtures"
25221830,"Meat, Poultry, Fish, and Mixtures"
25221855,"Meat, Poultry, Fish, and Mixtures"
25221870,"Meat, Poultry, Fish, and Mixtures"
25221910,"Meat, Poultry, Fish, and Mixtures"
25221950,"Meat, Poultry, Fish, and Mixtures"
25230110,"Meat, Poultry, Fish, and Mixtures"
25230210,"Meat, Poultry, Fish, and Mixtures"
25230220,"Meat, Poultry, Fish, and Mixtures"
25230320,"Meat, Poultry, Fish, and Mixtures"
25230340,"Meat, Poultry, Fish, and Mixtures"
25230420,"Meat, Poultry, Fish, and Mixtures"
25230530,"Meat, Poultry, Fish, and Mixtures"
25230550,"Meat, Poultry, Fish, and Mixtures"
25230560,"Meat, Poultry, Fish, and Mixtures"
25230610,"Meat, Poultry, Fish, and Mixtures"
25230780,"Meat, Poultry, Fish, and Mixtures"
25230785,"Meat, Poultry, Fish, and Mixtures"
25230800,"Meat, Poultry, Fish, and Mixtures"
25231110,"Meat, Poultry, Fish, and Mixtures"
25231120,"Meat, Poultry, Fish, and Mixtures"
25240000,"Meat, Poultry, Fish, and Mixtures"
25240110,"Meat, Poultry, Fish, and Mixtures"
25240220,"Meat, Poultry, Fish, and Mixtures"
26100100,"Meat, Poultry, Fish, and Mixtures"
26100110,"Meat, Poultry, Fish, and Mixtures"
26100120,"Meat, Poultry, Fish, and Mixtures"
26100130,"Meat, Poultry, Fish, and Mixtures"
26100140,"Meat, Poultry, Fish, and Mixtures"
26100160,"Meat, Poultry, Fish, and Mixtures"
26100180,"Meat, Poultry, Fish, and Mixtures"
26100190,"Meat, Poultry, Fish, and Mixtures"
26100270,"Meat, Poultry, Fish, and Mixtures"
26101110,"Meat, Poultry, Fish, and Mixtures"
26105110,"Meat, Poultry, Fish, and Mixtures"
26107110,"Meat, Poultry, Fish, and Mixtures"
26107120,"Meat, Poultry, Fish, and Mixtures"
26107123,"Meat, Poultry, Fish, and Mixtures"
26107130,"Meat, Poultry, Fish, and Mixtures"
26107140,"Meat, Poultry, Fish, and Mixtures"
26107160,"Meat, Poultry, Fish, and Mixtures"
26109110,"Meat, Poultry, Fish, and Mixtures"
26109120,"Meat, Poultry, Fish, and Mixtures"
26109123,"Meat, Poultry, Fish, and Mixtures"
26109130,"Meat, Poultry, Fish, and Mixtures"
26109140,"Meat, Poultry, Fish, and Mixtures"
26109160,"Meat, Poultry, Fish, and Mixtures"
26111110,"Meat, Poultry, Fish, and Mixtures"
26113110,"Meat, Poultry, Fish, and Mixtures"
26115110,"Meat, Poultry, Fish, and Mixtures"
26115120,"Meat, Poultry, Fish, and Mixtures"
26115123,"Meat, Poultry, Fish, and Mixtures"
26115130,"Meat, Poultry, Fish, and Mixtures"
26115140,"Meat, Poultry, Fish, and Mixtures"
26115160,"Meat, Poultry, Fish, and Mixtures"
26117110,"Meat, Poultry, Fish, and Mixtures"
26117120,"Meat, Poultry, Fish, and Mixtures"
26117121,"Meat, Poultry, Fish, and Mixtures"
26117130,"Meat, Poultry, Fish, and Mixtures"
26117140,"Meat, Poultry, Fish, and Mixtures"
26117160,"Meat, Poultry, Fish, and Mixtures"
26118010,"Meat, Poultry, Fish, and Mixtures"
26119110,"Meat, Poultry, Fish, and Mixtures"
26119180,"Meat, Poultry, Fish, and Mixtures"
26121110,"Meat, Poultry, Fish, and Mixtures"
26121120,"Meat, Poultry, Fish, and Mixtures"
26121121,"Meat, Poultry, Fish, and Mixtures"
26121131,"Meat, Poultry, Fish, and Mixtures"
26121140,"Meat, Poultry, Fish, and Mixtures"
26121180,"Meat, Poultry, Fish, and Mixtures"
26123110,"Meat, Poultry, Fish, and Mixtures"
26127110,"Meat, Poultry, Fish, and Mixtures"
26127120,"Meat, Poultry, Fish, and Mixtures"
26127123,"Meat, Poultry, Fish, and Mixtures"
26127130,"Meat, Poultry, Fish, and Mixtures"
26127140,"Meat, Poultry, Fish, and Mixtures"
26127160,"Meat, Poultry, Fish, and Mixtures"
26129110,"Meat, Poultry, Fish, and Mixtures"
26131110,"Meat, Poultry, Fish, and Mixtures"
26131120,"Meat, Poultry, Fish, and Mixtures"
26131121,"Meat, Poultry, Fish, and Mixtures"
26131130,"Meat, Poultry, Fish, and Mixtures"
26131140,"Meat, Poultry, Fish, and Mixtures"
26131160,"Meat, Poultry, Fish, and Mixtures"
26133110,"Meat, Poultry, Fish, and Mixtures"
26137100,"Meat, Poultry, Fish, and Mixtures"
26137110,"Meat, Poultry, Fish, and Mixtures"
26137120,"Meat, Poultry, Fish, and Mixtures"
26137123,"Meat, Poultry, Fish, and Mixtures"
26137130,"Meat, Poultry, Fish, and Mixtures"
26137140,"Meat, Poultry, Fish, and Mixtures"
26137160,"Meat, Poultry, Fish, and Mixtures"
26137180,"Meat, Poultry, Fish, and Mixtures"
26137190,"Meat, Poultry, Fish, and Mixtures"
26139180,"Meat, Poultry, Fish, and Mixtures"
26141110,"Meat, Poultry, Fish, and Mixtures"
26141120,"Meat, Poultry, Fish, and Mixtures"
26141121,"Meat, Poultry, Fish, and Mixtures"
26141130,"Meat, Poultry, Fish, and Mixtures"
26141140,"Meat, Poultry, Fish, and Mixtures"
26141160,"Meat, Poultry, Fish, and Mixtures"
26143110,"Meat, Poultry, Fish, and Mixtures"
26149110,"Meat, Poultry, Fish, and Mixtures"
26151110,"Meat, Poultry, Fish, and Mixtures"
26151120,"Meat, Poultry, Fish, and Mixtures"
26151123,"Meat, Poultry, Fish, and Mixtures"
26151130,"Meat, Poultry, Fish, and Mixtures"
26151140,"Meat, Poultry, Fish, and Mixtures"
26151160,"Meat, Poultry, Fish, and Mixtures"
26153100,"Meat, Poultry, Fish, and Mixtures"
26153110,"Meat, Poultry, Fish, and Mixtures"
26153120,"Meat, Poultry, Fish, and Mixtures"
26155110,"Meat, Poultry, Fish, and Mixtures"
26157110,"Meat, Poultry, Fish, and Mixtures"
26157120,"Meat, Poultry, Fish, and Mixtures"
26157123,"Meat, Poultry, Fish, and Mixtures"
26157130,"Meat, Poultry, Fish, and Mixtures"
26157140,"Meat, Poultry, Fish, and Mixtures"
26157160,"Meat, Poultry, Fish, and Mixtures"
26158000,"Meat, Poultry, Fish, and Mixtures"
26158010,"Meat, Poultry, Fish, and Mixtures"
26158013,"Meat, Poultry, Fish, and Mixtures"
26158020,"Meat, Poultry, Fish, and Mixtures"
26158030,"Meat, Poultry, Fish, and Mixtures"
26158050,"Meat, Poultry, Fish, and Mixtures"
26158100,"Meat, Poultry, Fish, and Mixtures"
26158110,"Meat, Poultry, Fish, and Mixtures"
26158120,"Meat, Poultry, Fish, and Mixtures"
26158130,"Meat, Poultry, Fish, and Mixtures"
26158140,"Meat, Poultry, Fish, and Mixtures"
26158150,"Meat, Poultry, Fish, and Mixtures"
26203110,"Meat, Poultry, Fish, and Mixtures"
26205110,"Meat, Poultry, Fish, and Mixtures"
26211100,"Meat, Poultry, Fish, and Mixtures"
26213120,"Meat, Poultry, Fish, and Mixtures"
26213140,"Meat, Poultry, Fish, and Mixtures"
26215120,"Meat, Poultry, Fish, and Mixtures"
26300000,"Meat, Poultry, Fish, and Mixtures"
26301110,"Meat, Poultry, Fish, and Mixtures"
26303100,"Meat, Poultry, Fish, and Mixtures"
26303110,"Meat, Poultry, Fish, and Mixtures"
26303120,"Meat, Poultry, Fish, and Mixtures"
26303140,"Meat, Poultry, Fish, and Mixtures"
26303160,"Meat, Poultry, Fish, and Mixtures"
26303180,"Meat, Poultry, Fish, and Mixtures"
26305160,"Meat, Poultry, Fish, and Mixtures"
26305180,"Meat, Poultry, Fish, and Mixtures"
26307140,"Meat, Poultry, Fish, and Mixtures"
26309140,"Meat, Poultry, Fish, and Mixtures"
26309160,"Meat, Poultry, Fish, and Mixtures"
26311110,"Meat, Poultry, Fish, and Mixtures"
26313110,"Meat, Poultry, Fish, and Mixtures"
26315100,"Meat, Poultry, Fish, and Mixtures"
26315120,"Meat, Poultry, Fish, and Mixtures"
26315130,"Meat, Poultry, Fish, and Mixtures"
26315140,"Meat, Poultry, Fish, and Mixtures"
26315180,"Meat, Poultry, Fish, and Mixtures"
26317120,"Meat, Poultry, Fish, and Mixtures"
26317121,"Meat, Poultry, Fish, and Mixtures"
26317130,"Meat, Poultry, Fish, and Mixtures"
26317140,"Meat, Poultry, Fish, and Mixtures"
26319110,"Meat, Poultry, Fish, and Mixtures"
26319120,"Meat, Poultry, Fish, and Mixtures"
26319123,"Meat, Poultry, Fish, and Mixtures"
26319130,"Meat, Poultry, Fish, and Mixtures"
26319140,"Meat, Poultry, Fish, and Mixtures"
26319160,"Meat, Poultry, Fish, and Mixtures"
26319170,"Meat, Poultry, Fish, and Mixtures"
26319180,"Meat, Poultry, Fish, and Mixtures"
26321110,"Meat, Poultry, Fish, and Mixtures"
27100100,"Meat, Poultry, Fish, and Mixtures"
27111000,"Meat, Poultry, Fish, and Mixtures"
27111200,"Meat, Poultry, Fish, and Mixtures"
27111300,"Meat, Poultry, Fish, and Mixtures"
27111400,"Meat, Poultry, Fish, and Mixtures"
27111405,"Meat, Poultry, Fish, and Mixtures"
27111406,"Meat, Poultry, Fish, and Mixtures"
27111407,"Meat, Poultry, Fish, and Mixtures"
27111420,"Meat, Poultry, Fish, and Mixtures"
27111500,"Meat, Poultry, Fish, and Mixtures"
27112000,"Meat, Poultry, Fish, and Mixtures"
27112010,"Meat, Poultry, Fish, and Mixtures"
27113000,"Meat, Poultry, Fish, and Mixtures"
27113100,"Meat, Poultry, Fish, and Mixtures"
42401010,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
42402010,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
41420380,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
42401100,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
42401200,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
27116210,"Meat, Poultry, Fish, and Mixtures"
27120040,"Meat, Poultry, Fish, and Mixtures"
27250520,"Meat, Poultry, Fish, and Mixtures"
27150140,"Meat, Poultry, Fish, and Mixtures"
27150230,"Meat, Poultry, Fish, and Mixtures"
27150110,"Meat, Poultry, Fish, and Mixtures"
31101010,Eggs
31102000,Eggs
31106000,Eggs
31106010,Eggs
31107000,Eggs
31108010,Eggs
31110010,Eggs
31111000,Eggs
31111010,Eggs
31201000,Eggs
31202000,Eggs
31203000,Eggs
32101000,Eggs
32101500,Eggs
32102000,Eggs
32105180,Eggs
32105190,Eggs
32129990,Eggs
32130010,Eggs
32130020,Eggs
32130040,Eggs
32130065,Eggs
32130070,Eggs
32130120,Eggs
32130140,Eggs
32130170,Eggs
32400055,Eggs
32400065,Eggs
32400070,Eggs
32400078,Eggs
32400080,Eggs
32130190,Eggs
32130210,Eggs
32130220,Eggs
32130240,Eggs
32130265,Eggs
32130270,Eggs
32130290,Eggs
32130310,Eggs
32130320,Eggs
32130340,Eggs
32130365,Eggs
32130370,Eggs
32400600,Eggs
32400700,Eggs
32400200,Eggs
32400400,Eggs
32400300,Eggs
32400500,Eggs
31108100,Eggs
31108110,Eggs
31108120,Eggs
32130440,Eggs
32130450,Eggs
32130470,Eggs
32130480,Eggs
32130640,Eggs
32130650,Eggs
32130670,Eggs
32130680,Eggs
32130840,Eggs
32130850,Eggs
32130870,Eggs
32130880,Eggs
32131040,Eggs
32131050,Eggs
32131070,Eggs
32131080,Eggs
32130430,Eggs
32130460,Eggs
32130630,Eggs
32130660,Eggs
32130830,Eggs
32130860,Eggs
32131030,Eggs
32131060,Eggs
32103015,Eggs
32103035,Eggs
32103025,Eggs
32103045,Eggs
33001010,Eggs
33401500,Eggs
33401100,Eggs
33401300,Eggs
33401200,Eggs
33401400,Eggs
33001050,Eggs
33401600,Eggs
33401000,Eggs
32103050,Eggs
31105080,Eggs
32130060,Eggs
32130160,Eggs
32400075,Eggs
32130260,Eggs
32130360,Eggs
32130000,Eggs
32130100,Eggs
32400060,Eggs
32130200,Eggs
32130300,Eggs
31105020,Eggs
32103020,Eggs
31106020,Eggs
31111020,Eggs
32130110,Eggs
32103000,Eggs
32130080,Eggs
31105005,Eggs
31105030,Eggs
31105040,Eggs
31105060,Eggs
31105085,Eggs
31105090,Eggs
32130410,Eggs
32130420,Eggs
32130500,Eggs
32130510,Eggs
32130610,Eggs
32130620,Eggs
32130700,Eggs
32130710,Eggs
32130810,Eggs
32130820,Eggs
32130900,Eggs
32131010,Eggs
32131020,Eggs
32131100,Eggs
32130400,Eggs
32130490,Eggs
32130600,Eggs
32130690,Eggs
32130800,Eggs
32130890,Eggs
32131000,Eggs
32131090,Eggs
32131110,Eggs
32130910,Eggs
32103030,Eggs
31105010,Eggs
31103010,Eggs
32131210,Eggs
32131220,Eggs
32131200,Eggs
32103040,Eggs
32400100,Eggs
41810250,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
41100990,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
41101070,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
41101990,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
41102080,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
41102150,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
41102170,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
41201020,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
41201050,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
41205017,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
41205030,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
41206030,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
41208030,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
41304000,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
41304970,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
41410010,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
41300990,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
41301010,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
41202510,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
41102210,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
41102990,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
41103010,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
41103990,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
41104080,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
41104200,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
41104250,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
41104020,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
41104040,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
41104010,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
41104110,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
41205010,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
41221000,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
41201010,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
41305050,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
41202505,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
41208100,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
41101080,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
41101020,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
41102020,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
41303000,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
41305000,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
41301990,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
41302080,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
41302020,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
41302040,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
41302110,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
41101180,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
41101120,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
41101140,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
41101110,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
41101210,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
41101090,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
41102040,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
41101060,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
41101010,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
41102010,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
41302010,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
41303010,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
41304990,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
41311000,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
41106510,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
41105990,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
41106080,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
41106150,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
41106170,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
41106020,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
41106040,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
41106010,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
41106110,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
41205040,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
41420020,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
41305020,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
41102110,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
41103070,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
41107010,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
41108010,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
42100050,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
42100100,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
42102000,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
42104000,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
42104500,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
42106000,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
42110000,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
42111000,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
42111030,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
42112000,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
42114130,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
42114142,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
42114145,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
42116100,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
42201000,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
42203100,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
42500000,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
43101050,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
43101150,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
43102000,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
43102300,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
43102400,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
43103000,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
43104000,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
43107000,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
43108010,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
42101300,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
42109100,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
42501500,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
42502100,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
42111500,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
42112300,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
42101350,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
42107000,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
42106020,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
42501000,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
42202100,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
42200600,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
42116000,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
42111110,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
42111200,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
42101110,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
42104100,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
42114140,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
42200500,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
42202000,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
42202150,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
42202200,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
42113000,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
42111210,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
42110150,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
42112200,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
42111100,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
42111205,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
42110100,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
42101120,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
42101130,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
42104105,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
42104110,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
42110110,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
42110120,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
42110160,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
42112210,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
42101000,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
42104050,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
42111040,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
42112100,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
42110050,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
42202130,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
42105000,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
43102100,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
42500100,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
43103300,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
42203000,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
43101100,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
42200510,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
42202010,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
42110300,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
41420050,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
41440000,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
42203200,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
41421010,"Dry Beans, Peas, Other Legumes, Nuts, and Seeds"
